suite,query_name,mode,disable_zonemap,disable_segment_zonemap,disable_sketch,runs,avg_total_time_s,avg_row_groups_pruned_by_zonemap,avg_segments_pruned_by_zonemap,avg_segments_pruned_by_sketch,avg_vectors_processed
ndv_predicates,medium_between,full,false,false,false,10,0.038400,0.000000,0.000000,2649.000000,2235.000000
ndv_predicates,medium_between,none,true,true,true,10,0.034780,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_between,rowgroup_only,false,true,true,10,0.026960,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_between,rowgroup_plus_segment_zonemap,false,false,true,10,0.027830,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_between,rowgroup_plus_sketch,false,true,false,10,0.036270,0.000000,0.000000,2649.000000,2235.000000
ndv_predicates,medium_between,sketch_only,true,true,false,10,0.046090,0.000000,0.000000,2649.000000,2235.000000
ndv_predicates,medium_between,zonemap_only,false,false,true,10,0.027340,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_conjunct,full,false,false,false,4,0.066050,0.000000,0.000000,2649.000000,2235.000000
ndv_predicates,medium_conjunct,none,true,true,true,10,0.060120,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_conjunct,rowgroup_only,false,true,true,10,0.045650,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_conjunct,rowgroup_plus_segment_zonemap,false,false,true,10,0.045100,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_conjunct,rowgroup_plus_sketch,false,true,false,3,0.073467,0.000000,0.000000,2649.000000,2235.000000
ndv_predicates,medium_conjunct,sketch_only,true,true,false,3,0.068300,0.000000,0.000000,2649.000000,2235.000000
ndv_predicates,medium_conjunct,zonemap_only,false,false,true,10,0.047590,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,full,false,false,false,10,0.010750,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,none,true,true,true,10,0.024050,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,rowgroup_only,false,true,true,10,0.019190,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,rowgroup_plus_segment_zonemap,false,false,true,10,0.019010,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,rowgroup_plus_sketch,false,true,false,10,0.010370,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,sketch_only,true,true,false,10,0.012010,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_eq,zonemap_only,false,false,true,10,0.019490,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_lt,full,false,false,false,10,0.019460,0.000000,0.000000,2915.000000,1969.000000
ndv_predicates,medium_lt,none,true,true,true,10,0.028400,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_lt,rowgroup_only,false,true,true,10,0.018960,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_lt,rowgroup_plus_segment_zonemap,false,false,true,10,0.019530,0.000000,0.000000,0.000000,4883.000000
ndv_predicates,medium_lt,rowgroup_plus_sketch,false,true,false,10,0.021530,0.000000,0.000000,2915.000000,1969.000000
ndv_predicates,medium_lt,sketch_only,true,true,false,10,0.023640,0.000000,0.000000,2915.000000,1969.000000
ndv_predicates,medium_lt,zonemap_only,false,false,true,10,0.020620,0.000000,0.000000,0.000000,4883.000000
