suite,query_name,mode,disable_zonemap,disable_sketch,runs,avg_total_time_s,avg_row_groups_pruned_by_zonemap,avg_segments_pruned_by_zonemap,avg_segments_pruned_by_sketch,avg_vectors_processed
ndv_selectivity,medium_10_pct,none,true,true,10,0.019600,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_10_pct,sketch_only,true,false,10,0.019460,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_10_pct,zonemap_only,false,true,10,0.018090,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_1_pct,full,false,false,10,0.021280,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_1_pct,none,true,true,10,0.018820,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_1_pct,sketch_only,true,false,10,0.019840,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_1_pct,zonemap_only,false,true,10,0.017940,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_20_pct,full,false,false,10,0.018730,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_20_pct,none,true,true,10,0.021800,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_20_pct,sketch_only,true,false,10,0.019390,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_20_pct,zonemap_only,false,true,10,0.019120,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_50_pct,full,false,false,10,0.019140,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_50_pct,none,true,true,10,0.019870,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_50_pct,sketch_only,true,false,10,0.020200,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_50_pct,zonemap_only,false,true,10,0.018460,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_5_pct,full,false,false,10,0.020940,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_5_pct,none,true,true,10,0.019520,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_5_pct,sketch_only,true,false,10,0.018730,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_5_pct,zonemap_only,false,true,10,0.018290,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_90_pct,full,false,false,10,0.020110,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_90_pct,none,true,true,10,0.020180,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_90_pct,sketch_only,true,false,10,0.020700,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_90_pct,zonemap_only,false,true,10,0.017070,0.000000,0.000000,0.000000,4883.000000
