suite,query_name,disable_zonemap,disable_sketch,mode,run,total_time_s,row_groups_pruned_by_zonemap,segments_pruned_by_zonemap,segments_pruned_by_sketch,vectors_processed
layout_selectivity,random_5_pct,false,false,full,7,0.0386,0,0,0,4883
layout_selectivity,random_10_pct,false,false,full,7,0.0358,0,0,0,4883
layout_selectivity,random_20_pct,false,false,full,7,0.0404,0,0,0,4883
layout_selectivity,random_50_pct,false,false,full,7,0.0262,0,0,0,4883
layout_selectivity,random_90_pct,false,false,full,7,0.0359,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,false,full,7,0.0128,81,0,0,60
layout_selectivity,sorted_1_pct,false,false,full,7,0.0178,81,0,0,60
layout_selectivity,sorted_5_pct,false,false,full,7,0.0170,77,0,0,300
layout_selectivity,sorted_10_pct,false,false,full,7,0.0127,73,0,0,540
layout_selectivity,sorted_20_pct,false,false,full,7,0.0191,65,0,0,1020
layout_selectivity,sorted_50_pct,false,false,full,7,0.0229,41,0,0,2460
layout_selectivity,sorted_90_pct,false,false,full,7,0.0237,8,0,0,4440
layout_selectivity,block_0_1_pct,false,false,full,7,0.0146,81,0,0,60
layout_selectivity,block_1_pct,false,false,full,7,0.0155,81,0,0,60
layout_selectivity,block_5_pct,false,false,full,7,0.0140,77,0,0,300
layout_selectivity,block_10_pct,false,false,full,7,0.0188,73,0,0,540
layout_selectivity,block_20_pct,false,false,full,7,0.0182,65,0,0,1020
layout_selectivity,block_50_pct,false,false,full,7,0.0210,41,0,0,2460
layout_selectivity,block_90_pct,false,false,full,7,0.0295,8,0,0,4440
layout_selectivity,random_0_1_pct,false,false,full,8,0.0315,0,0,0,4883
layout_selectivity,random_1_pct,false,false,full,8,0.0305,0,0,0,4883
layout_selectivity,random_5_pct,false,false,full,8,0.0311,0,0,0,4883
layout_selectivity,random_10_pct,false,false,full,8,0.0375,0,0,0,4883
layout_selectivity,random_20_pct,false,false,full,8,0.0321,0,0,0,4883
layout_selectivity,random_50_pct,false,false,full,8,0.0359,0,0,0,4883
layout_selectivity,random_90_pct,false,false,full,8,0.0287,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,false,full,8,0.0143,81,0,0,60
layout_selectivity,sorted_1_pct,false,false,full,8,0.0173,81,0,0,60
layout_selectivity,sorted_5_pct,false,false,full,8,0.0181,77,0,0,300
layout_selectivity,sorted_10_pct,false,false,full,8,0.0121,73,0,0,540
layout_selectivity,sorted_20_pct,false,false,full,8,0.0162,65,0,0,1020
layout_selectivity,sorted_50_pct,false,false,full,8,0.0189,41,0,0,2460
layout_selectivity,sorted_90_pct,false,false,full,8,0.0307,8,0,0,4440
layout_selectivity,block_0_1_pct,false,false,full,8,0.0170,81,0,0,60
layout_selectivity,block_1_pct,false,false,full,8,0.0171,81,0,0,60
layout_selectivity,block_5_pct,false,false,full,8,0.0151,77,0,0,300
layout_selectivity,block_10_pct,false,false,full,8,0.0134,73,0,0,540
layout_selectivity,block_20_pct,false,false,full,8,0.0200,65,0,0,1020
layout_selectivity,block_50_pct,false,false,full,8,0.0199,41,0,0,2460
layout_selectivity,block_90_pct,false,false,full,8,0.0249,8,0,0,4440
layout_selectivity,random_0_1_pct,false,false,full,9,0.0274,0,0,0,4883
layout_selectivity,random_1_pct,false,false,full,9,0.0288,0,0,0,4883
layout_selectivity,random_5_pct,false,false,full,9,0.0363,0,0,0,4883
layout_selectivity,random_10_pct,false,false,full,9,0.0324,0,0,0,4883
layout_selectivity,random_20_pct,false,false,full,9,0.0372,0,0,0,4883
layout_selectivity,random_50_pct,false,false,full,9,0.0351,0,0,0,4883
layout_selectivity,random_90_pct,false,false,full,9,0.0307,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,false,full,9,0.0171,81,0,0,60
layout_selectivity,sorted_1_pct,false,false,full,9,0.0160,81,0,0,60
layout_selectivity,sorted_5_pct,false,false,full,9,0.0167,77,0,0,300
layout_selectivity,sorted_10_pct,false,false,full,9,0.0178,73,0,0,540
layout_selectivity,sorted_20_pct,false,false,full,9,0.0147,65,0,0,1020
layout_selectivity,sorted_50_pct,false,false,full,9,0.0198,41,0,0,2460
layout_selectivity,sorted_90_pct,false,false,full,9,0.0271,8,0,0,4440
layout_selectivity,block_0_1_pct,false,false,full,9,0.0156,81,0,0,60
layout_selectivity,block_1_pct,false,false,full,9,0.0156,81,0,0,60
layout_selectivity,block_5_pct,false,false,full,9,0.0168,77,0,0,300
layout_selectivity,block_10_pct,false,false,full,9,0.0190,73,0,0,540
layout_selectivity,block_20_pct,false,false,full,9,0.0183,65,0,0,1020
layout_selectivity,block_50_pct,false,false,full,9,0.0261,41,0,0,2460
layout_selectivity,block_90_pct,false,false,full,9,0.0332,8,0,0,4440
layout_selectivity,random_0_1_pct,false,false,full,10,0.0380,0,0,0,4883
layout_selectivity,random_1_pct,false,false,full,10,0.0297,0,0,0,4883
layout_selectivity,random_5_pct,false,false,full,10,0.0267,0,0,0,4883
layout_selectivity,random_10_pct,false,false,full,10,0.0322,0,0,0,4883
layout_selectivity,random_20_pct,false,false,full,10,0.0357,0,0,0,4883
layout_selectivity,random_50_pct,false,false,full,10,0.0355,0,0,0,4883
layout_selectivity,random_90_pct,false,false,full,10,0.0336,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,false,full,10,0.0146,81,0,0,60
layout_selectivity,sorted_1_pct,false,false,full,10,0.0148,81,0,0,60
layout_selectivity,sorted_5_pct,false,false,full,10,0.0156,77,0,0,300
layout_selectivity,sorted_10_pct,false,false,full,10,0.0143,73,0,0,540
layout_selectivity,sorted_20_pct,false,false,full,10,0.0144,65,0,0,1020
